DIST,PROJ,CIRCLE,SCODE,SNAME,START_DATE,END_DATE, Number of students enrolled(boys), Number of students enrolled(girl), Number of students present(boy), Number of students present(girl), Number of students with special needs(boy), Number of students with special needs(girl), Where is the center functioning, The anganwadi center is in a spacious room (35 sq according to ecce rule)  meaning there is an indoor enclosure, There is an outdoor space for 30 children  with space of 30sq, Anganwadi Centre walls are in good shape, Anganwadi Centre floor is in good shape, Anganwadi Centre roof is in good shape, There is a toilet for children to use, Children are using toilet, Centre has water available in the taps, There is pure drinking water facility, Food to be distributed on that day was covered properly, There is seperate facility for washing hands after meals, There is black board in the center, Learning materials are present in the centre, Anganwadi worker is trained, Activities are conducted using learning material by the anganwadi worker, Children learning value correction is done for 2013-14, Progress in children learning is documented, Bala Vikas Samithi is present, Bala Vikas Samithi meeting is conducted                                                                         
 bangalore, bangalore north (yelahanka), peenya circle,30365, CHIKKA BIDARAKALLU, 2014-08-18, 2015-12-30,2,9,2,9, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), peenya circle,30317, CHIKKABEDRAKALLU 2, 2014-08-18, 2015-12-30,14,16,9,14, NA, NA,2,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,0,1,1
 bangalore, bangalore north (yelahanka), rajanakunte,31511, ADDE, 2014-08-18, 2015-12-30,6,10,6,10,0,0,2,0,0,1,1,1,0,0,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), rajanakunte,31214, ADDIGANAHALLI, 2014-08-18, 2015-12-30,13,17,11,15,0,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), rajanakunte,33920, ARAKERE, 2014-08-18, 2015-12-30,14,11,14,11,0,0,2,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), rajanakunte,33921, ARAKERE COLONY, 2014-08-18, 2015-12-30,4,11,4,11,0,0,2,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), rajanakunte,30865, ATTURU, 2014-08-18, 2015-12-30,17,19,17,19,0,0,2,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), rajanakunte,33922, BAIRAPURA, 2014-08-18, 2015-12-30,8,8,8,8,0,0,2,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), rajanakunte,30729, BUDUMANAHALLI, 2014-08-18, 2015-12-30,6,10,6,10,0,0,2,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), rajanakunte,30720, CHOKKANAHALLI, 2014-08-18, 2015-12-30,8,5,8,5,0,0,2,0,1,1,1,1,1,1,1,2,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), rajanakunte,31543, ITAGAL PURA, 2014-08-18, 2015-12-30,4,10,4,10,0,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), rajanakunte,33725, J.P.N. COLONY, 2014-08-18, 2015-12-30,13,14,13,14,0,0,2,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), rajanakunte,31540, KADATHANAMALE, 2014-08-18, 2015-12-30,13,10,13,10,0,0,0,0,0,1,1,1,1,0,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), rajanakunte,33849, KAKKEHALLI, 2014-08-18, 2015-12-30,8,2,8,2,0,0,2,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), rajanakunte,33727, L.B.S.NAGAR-1, 2014-08-18, 2015-12-30,14,18,14,18,0,0,2,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), rajanakunte,33723, L.B.S.NAGAR-2, 2014-08-18, 2015-12-30,11,18,11,18,0,0,2,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), rajanakunte,30714, MARASANDRA 1, 2014-08-18, 2015-12-30,26,35,26,35,0,0,2,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), rajanakunte,30719, MARASANDRA 2, 2014-08-18, 2015-12-30,21,22,21,22,0,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), rajanakunte,33844, NALLIKUNTE, 2014-08-18, 2015-12-30,13,11,13,11,0,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), rajanakunte,31222, PARVATHIPURA, 2014-08-18, 2015-12-30,13,9,13,9,0,0,2,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), rajanakunte,33830, POTTENAHALLI, 2014-08-18, 2015-12-30,13,14,13,14,0,0,2,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), rajanakunte,31512, RAJANAKUNTE, 2014-08-18, 2015-12-30,14,16,14,16,0,0,2,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), rajanakunte,37262, RAJANKUNTE 2, 2014-08-18, 2015-12-30,18,13,18,13,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), rajanakunte,33827, SADENA HALLI, 2014-08-18, 2015-12-30,6,9,6,9,0,0,2,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), rajanakunte,33919, SADENA HALLI LAYOUT, 2014-08-18, 2015-12-30,10,15,10,15,0,0,2,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), rajanakunte,33848, SHANUBHOGANAHALLI LAYOUT, 2014-08-18, 2015-12-30,10,10,10,10,0,0,2,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), rajanakunte,33722, SRIRAMANAHALLI, 2014-08-18, 2015-12-30,17,13,17,13,0,0,2,0,0,1,1,1,1,1,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), rajanakunte,33724, SURADEVANAPURA, 2014-08-18, 2015-12-30,9,11,9,11,0,0,2,0,1,1,1,1,1,0,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), rajanakunte,33924, SURADEVAPURA LAYOUT, 2014-08-18, 2015-12-30,9,10,9,10,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), rajanakunte,31533, SYANUBOGANAHALLI, 2014-08-18, 2015-12-30,6,9,6,9,0,0,2,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), rajanakunte,30733, VISHWANATHPURA, 2014-08-18, 2015-12-30,10,16,10,16,0,0,2,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1
 bangalore, bangalore north (yelahanka), shankar nagar,37791, LAKSHMIDEVI NAGAR SLUM, 2014-08-18, 2015-12-30,20,9,20,9, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), shankar nagar,37834, PRIYADARSHANI NAGAR, 2014-08-18, 2015-12-30,14,7,14,7, NA, NA,1,0,0,1,1,1,1,1,0,2,1,1,1,0,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), sondekoppa,31017, BAIREGOWDANA HALLI, 2014-08-18, 2015-12-30,17,12,10,9, NA, NA,2,0,0,1,1,1,0,0,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sondekoppa,33988, BAIREGOWDANA HALLI COLONY, 2014-08-18, 2015-12-30,11,12,11,12, NA, NA,1,0,0,1,1,1,0,0,0,2,1,0,0,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sondekoppa,36325, BALAJINAGAR, 2014-08-18, 2015-12-30,20,26,20,26, NA, NA,1,0,0,1,1,1,0,0,0,2,1,0,1,0,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), sondekoppa,31380, BALLEVEERANAHALLI, 2014-08-18, 2015-12-30,10,7,6,5, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sondekoppa,31350, BHEEMESHWARA NAGARA, 2014-08-18, 2015-12-30,24,21,24,21, NA, NA,2,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sondekoppa,31004, BOHVIPALYA, 2014-08-18, 2015-12-30,20,17,20,17, NA, NA,3,0,1,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), sondekoppa,31284, DOMBARAHALLI, 2014-08-18, 2015-12-30,28,44,14,28,0,1,2,0,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sondekoppa,31229, H G PALYA, 2014-08-18, 2015-12-30,20,16,17,14, NA, NA,2,0,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sondekoppa,30998, HULLEGOWDANAHALLI, 2014-08-18, 2015-12-30,18,23,12,15, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sondekoppa,31010, HUNNIGERA, 2014-08-18, 2015-12-30,10,10,10,10, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sondekoppa,33991, JANATHA COLONY 1, 2014-08-18, 2015-12-30,47,34,47,34, NA, NA,2,0,0,1,1,1,1,0,1,2,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sondekoppa,36320, KADAMBA NAGAR, 2014-08-18, 2015-12-30,30,26,30,26, NA, NA,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), sondekoppa,31341, KADIRENAHALLI, 2014-08-18, 2015-12-30,10,13,6,13, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sondekoppa,31208, KAMASANDARA, 2014-08-18, 2015-12-30, NA, NA, NA, NA, NA, NA,2,0,0,1,1,1,1,1,0,2,1,1,1,1,1,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sondekoppa,31003, KAREKALLUPALYA, 2014-08-18, 2015-12-30,11,10,10,10, NA, NA,2,0,0,1,1,1,1,1,0,2,1,1,1,1,1,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sondekoppa,33990, KARIOBANAHALLI, 2014-08-18, 2015-12-30,10,15,6,13, NA, NA,3,0,0,1,1,1,0,0,0,2,1,1,0,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sondekoppa,37904, KRISHNAPPA LAYOUT, 2014-08-18, 2015-12-30,18,19,18,19, NA, NA,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), sondekoppa,31007, LAKKENAHALLI, 2014-08-18, 2015-12-30,7,7,7,7,0,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sondekoppa,31045, LAKKENAHALLI COLONY, 2014-08-18, 2015-12-30,10,6,10,6, NA, NA,2,0,0,1,1,1,1,1,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sondekoppa,31204, LAKSHMIPURA COLONY, 2014-08-18, 2015-12-30,12,14,8,9, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sondekoppa,33839, LAKSHMIPURAM, 2014-08-18, 2015-12-30,10,15,5,10, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sondekoppa,33840, MADHANAYAKANAHALLI, 2014-08-18, 2015-12-30,33,37,33,37, NA, NA,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), sondekoppa,31031, NAGASANDRA(SONDEKOPPA), 2014-08-18, 2015-12-30,5,9,4,9, NA, NA,2,0,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sondekoppa,31216, NARASIMHA RAJPURA, 2014-08-18, 2015-12-30,2,4,2,4, NA, NA,2,0,1,1,1,1,1,1,0,2,1,1,1,1,1,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sondekoppa,31209, SIDDANA HOSAHALLI, 2014-08-18, 2015-12-30,38,42,25,26, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sondekoppa,31025, SONDEKOPPA 1, 2014-08-18, 2015-12-30,15,14,13,10, NA, NA,0,0,0,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0
 bangalore, bangalore north (yelahanka), sondekoppa,31030, SONDEKOPPA 2, 2014-08-18, 2015-12-30,11,12,10,10, NA, NA,2,0,0,1,1,1,1,1,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sondekoppa,37907, SONDEKOPPA 3, 2014-08-18, 2015-12-30,20,15,12,18, NA, NA,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), sondekoppa,31190, THIGALARAPALYA, 2014-08-18, 2015-12-30,20,22,10,15, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,1,1,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), sonnenahali,31269, AHAVALAHALLI, 2014-08-18, 2015-12-30,13,17,13,17,0,0,2,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sonnenahali,30861, ANANTHAPURA, 2014-08-18, 2015-12-30,11,9,11,9,0,0,2,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sonnenahali,36365, ANANTHPURA 2, 2014-08-18, 2015-12-30,11,14,11,14,0,0,3,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1
 bangalore, bangalore north (yelahanka), sonnenahali,36342, AVALAHALLI 2, 2014-08-18, 2015-12-30,15,10,15,10,0,0,2,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sonnenahali,31250, BYATHA, 2014-08-18, 2015-12-30,7,11,7,11,0,0,3,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sonnenahali,31279, CHALLAHALLI, 2014-08-18, 2015-12-30,6,5,6,5,1,0,3,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sonnenahali,31217, CHANNASANDRA, 2014-08-18, 2015-12-30,4,5,4,5,0,0,3,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sonnenahali,31219, DANDANAPALYA, 2014-08-18, 2015-12-30,5,3,5,3,0,0,2,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sonnenahali,34053, DIBBURU, 2014-08-18, 2015-12-30,7,10,7,10,0,0,2,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sonnenahali,33880, GANTIGANA HALLI, 2014-08-18, 2015-12-30,7,10,7,10,0,0,2,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sonnenahali,31213, HANIYURU, 2014-08-18, 2015-12-30,18,10,18,10,0,0,3,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sonnenahali,33878, HAROHALLI 1, 2014-08-18, 2015-12-30,16,15,16,15,0,0,2,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sonnenahali,30730, HAROHALLIPALYA, 2014-08-18, 2015-12-30,3,5,3,5,0,0,2,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sonnenahali,31262, HONNENAHALLI, 2014-08-18, 2015-12-30,13,14,13,14,0,0,2,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sonnenahali,33821, KAKOLU, 2014-08-18, 2015-12-30,16,7,16,7,0,0,2,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sonnenahali,34048, KAKOLU COLONY, 2014-08-18, 2015-12-30,4,6,4,6,0,0,2,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sonnenahali,33816, KAMAKSHI PURA, 2014-08-18, 2015-12-30,13,8,13,8,0,0,2,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sonnenahali,30724, KARLAPURA, 2014-08-18, 2015-12-30,6,7,6,7,0,0,2,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sonnenahali,31534, KARLAPURA PALYA, 2014-08-18, 2015-12-30,4,5,4,5,0,0,2,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sonnenahali,34081, KENCHANAHALLI, 2014-08-18, 2015-12-30,7,15,7,15,0,0,2,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sonnenahali,33812, MADAPPANA HALLI, 2014-08-18, 2015-12-30,11,10,11,10,0,0,3,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sonnenahali,33895, MUDDANAHALLI, 2014-08-18, 2015-12-30,7,4,7,4,0,0,2,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sonnenahali,33876, NAGENA HALLI, 2014-08-18, 2015-12-30,11,12,11,12,0,0,2,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sonnenahali,36344, NAGENAHALLI 2, 2014-08-18, 2015-12-30,8,8,8,8,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sonnenahali,30857, RAMAGONDANA HALLI, 2014-08-18, 2015-12-30,11,10,11,10,2,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sonnenahali,31225, SEERESANDRA, 2014-08-18, 2015-12-30,8,13,8,13,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sonnenahali,31536, SEETHAKEMPANAHALLI, 2014-08-18, 2015-12-30,5,5,5,5,0,0,2,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sonnenahali,31257, SINGANAYAKANAHALLI 1, 2014-08-18, 2015-12-30,11,10,11,10,0,0,2,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sonnenahali,34072, SINGANAYAKANAHALLI 2, 2014-08-18, 2015-12-30,12,11,12,11,0,0,2,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), sonnenahali,34071, SONNENAHALLI 1, 2014-08-18, 2015-12-30,6,14,6,14,0,0,2,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), thippenahalli,33835, DODDA BIDAREKALLU, 2014-08-18, 2015-12-30,5,15,5,13, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), thippenahalli,31218, GANGONDANA HALLI 2, 2014-08-18, 2015-12-30,15,16,15,16, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), thippenahalli,31383, K G SRIKANTAPURA, 2014-08-18, 2015-12-30,14,22,14,22, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,0,1,1
 bangalore, bangalore north (yelahanka), thippenahalli,38823, MANJUNATHANAGARA 1, 2014-08-18, 2015-12-30,27,34,27,34,2,1,2,0,0,1,1,1,0,0,0,2,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), thippenahalli,38820, NAGASANDRA 2, 2014-08-18, 2015-12-30,20,25,13,18, NA, NA,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), thippenahalli,33833, NAGASENDRA, 2014-08-18, 2015-12-30,11,11,11,10, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), thippenahalli,33836, NELAGUDARANA HALLI, 2014-08-18, 2015-12-30,21,24,13,15, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), thippenahalli,33958, RAJIV GANDHINAGAR, 2014-08-18, 2015-12-30,7,13,7,13, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,0,1,1
 bangalore, bangalore north (yelahanka), thippenahalli,38821, RUKMININAGAR 1, 2014-08-18, 2015-12-30,22,20,15,14, NA, NA,1,0,0,1,1,1,0,0,0,2,1,1,0,0,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), thippenahalli,38822, RUKMININAGAR 2, 2014-08-18, 2015-12-30,10,12,5,7, NA, NA,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), yalahanka,31539, ALLALASANDRA 1, 2014-08-18, 2015-12-30,10,8,13,4, NA, NA,0,0,0,1,1,1,1,1,0,2,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), yalahanka,31542, ALLALASANDRA 2, 2014-08-18, 2015-12-30,12,13,11,10, NA, NA,0,1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), yalahanka,36375, CHIKKABOMASANDRA 2, 2014-08-18, 2015-12-30,13,9,10,8, NA, NA,0,0,1,1,1,1,1,1,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), yalahanka,30869, CHIKKABOMMASANDRA, 2014-08-18, 2015-12-30,11,15,8,12, NA, NA,0,1,1,0,0,1,1,1,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), yalahanka,33941, HOSABEEDI KANDERA3, 2014-08-18, 2015-12-30,19,18,10,10, NA, NA,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), yalahanka,31529, KAMAKSHAMMA LAYOUT, 2014-08-18, 2015-12-30,16,9,12,8, NA, NA,1,0,0,1,1,1,0,0,0,2,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), yalahanka,33948, MARUTHI NAGAR, 2014-08-18, 2015-12-30,8,10,8,10, NA, NA,1,0,0,1,1,1,1,1,0,2,1,0,0,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), yalahanka,36341, MATHRU LAYOUT, 2014-08-18, 2015-12-30,14,10,7,8, NA, NA,1,0,0,1,1,1,1,1,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), yalahanka,33854, SURABHI LAYOUT 1, 2014-08-18, 2015-12-30,5,9,5,9, NA, NA,1,0,0,1,1,1,1,1,1,2,1,0,0,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), yalahanka,33542, VENKATALA, 2014-08-18, 2015-12-30,5,12,4,11, NA, NA,0,1,0,1,1,1,0,0,0,2,1,1,0,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), yalahanka,33939, YALAHANKA 1, 2014-08-18, 2015-12-30,13,12,7,6, NA, NA,1,0,0,0,1,1,0,0,0,2,1,0,0,0,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), yalahanka,33926, YALAHANKA 2, 2014-08-18, 2015-12-30,13,18,8,12, NA, NA,0,0,0,1,1,1,1,0,1,2,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), yalahanka,30885, YALAHANKA 5, 2014-08-18, 2015-12-30,5,7,3,5, NA, NA,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), yalahanka,31541, YELAHANKA 4, 2014-08-18, 2015-12-30,11,14,9,8, NA, NA,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), yalahanka,36380, YELAHANKA UPANAGAR 3, 2014-08-18, 2015-12-30,11,10,13,5, NA, NA,0,0,1,0,1,1,1,1,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), yalahanka,33863, YELAHANKA UPANAGARA 1, 2014-08-18, 2015-12-30,12,10,8,9, NA, NA,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), yalahanka,30852, YELAHANKA UPANAGARA 2, 2014-08-18, 2015-12-30,14,10,12,8, NA, NA,0,0,1,1,0,1,1,1,0,2,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), begure,38841, BASAPURA, 2014-08-18, 2015-12-30,14,10,9,7, NA, NA,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), begure,30216, BETTADASANAPURA, 2014-08-18, 2015-12-30,7,9,5,6, NA, NA,2,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), begure,36419, BOMMANAHALLI, 2014-08-18, 2015-12-30,14,11,12,9, NA, NA,2,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), begure,30217, CHAMUNDESHWARI NAGARA, 2014-08-18, 2015-12-30,18,20,10,18, NA, NA,1,0,0,1,1,0,0,0,0,2,1,1,0,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), begure,29537, CHIKKA BEGURE, 2014-08-18, 2015-12-30,14,6,14,6, NA, NA,2,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
